Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1.31988E+12,794.5,302,795.5,302.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P0609022400141-6,53,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,5,5,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319878961031-53-1,,11月5日,,,,柜3区,寿光,034B,39,智能矩形,,131987896,1.31988E+12,FC21801VA,849.96,794.5,302,B,1,,,,,,,,,55-39,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,53-39,0,,,,,794.5*302*18,,ZJ_ZN241102A1-1 | P0609022400141-6,034B,18*302*794.5,,55-39-,,；；,,,深花色,,,0,0,,,34,,,,795.5,302.5,1031,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31623E+12,680,320,681,320,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,P1433462400172-2,58,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,13,2,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1316229201004-58-1,,11月5日,,,,柜3区,南京,034B,40,智能矩形,,131622920,,FC11801VA,751.53,680,320,B,1,★,,,,,,,,98-40,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,58-40,0,,,,,680*320*18,,ZJ_ZN241102A1-1 | P1433462400172-2,034B,18*320*680,,98-40-,,；；,,,深花色,,,0,0,,,34,,,,681,320,1004,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1.31623E+12,388,299,389,299.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1433462400172-2,58,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,13,6,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1316229201049-58-1,,11月5日,,,,柜3区,南京,034B,88,智能矩形,,131622920,,FG0318019VA,489.84,388,299,B,1,,,,,,,,,98-88,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,58-88,0,,,,,388*299*18,,ZJ_ZN241102A1-1 | P1433462400172-2,034B,18*299*388,,98-88-,,；；,,,深花色,,,0,0,,,34,,,,389,299.5,1049,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1.31623E+12,2353,370,2354,370.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1433462400172-2,58,非标18mm见光侧板(右)(VA),ZJ_ZN241102A1-1,四K○|K1,1右,,18,B4,,13,11,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1316229201008-58-1,,11月5日,,,,柜3区,南京,034B,44,智能矩形,,131622920,,FC11801RVA,2381.91,2353,370,B,1,★,,,,,,,,98-44,,,索菲亚,非标18mm见光侧板(右)(VA),,  ,,扇地缝:,,58-44,0,,,,,2353*370*18,,ZJ_ZN241102A1-1 | P1433462400172-2,034B,18*370*2353,,98-44-,,；；,,右,深花色,,,0,0,,,34,,,,2354,370.5,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1.31847E+12,338,293,339,293.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3345212400167-10,70,非标中固层(打三合一)(VA),ZJ_ZN241102A1-1,四○,,,18,,,12,2,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318473421081-70-1,,11月5日,,,,柜3区,哈尔滨市,034B,31,智能矩形,,131847342,,FG0318025VA,447.32,338,293,B,1,,,,,,,,,69-31,,,索菲亚,非标中固层(打三合一)(VA),,  ,,扇地缝:,,70-31,0,,,,,338*293*18,,ZJ_ZN241102A1-1 | P3345212400167-10,034B,18*293*338,,69-31-,,；；,,,深花色,,,0,0,,,34,,,,339,293.5,1081,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31764E+12,370,574,371,574.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,Y0358052401007-2,101,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,+,14,6,8,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1317639011009-101-1,,11月5日,,,,柜3区,上海市闵行,034B,59,智能矩形,,131763901,,FC21801VA,682.92,370,574,B,1,,,,,,,,,79-59,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,101-59,0,,,,,370*574*18,,ZJ_ZN241102A1-1 | Y0358052401007-2,034B,18*574*370,,79-59-,,；；,,,深花色,,,0,0,,,34,,,,371,574.5,1009,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y124,,,6,,,,,,,End
1.31957E+12,395,405,396,405,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,Y0112032400254-11,72,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,7,3,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1319570691007-72-1,,11月5日,,,,柜3区,吴江,034B,52,智能矩形,,131957069,,FC11801VA,565.73,395,405,B,1,★,,,,,,,,61-52,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,72-52,0,,,,,395*405*18,,ZJ_ZN241102A1-1 | Y0112032400254-11,034B,18*405*395,,61-52-,,；；,,,深花色,,,0,0,,,34,,,,396,405,1007,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31916E+12,925,330,926,330.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3345172400891-2,74,非标18mm见光侧板(右)(VA),ZJ_ZN241102A1-1,四K○|K1,1右,,18,B4,,15,10,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319155441013-74-1,,11月5日,,,,柜3区,哈尔滨市,034B,40,智能矩形,,131915544,,FC11801RVA,982.1,925,330,B,1,★,,,,,,,,173-40,,,索菲亚,非标18mm见光侧板(右)(VA),,  ,,扇地缝:,,74-40,0,,,,,925*330*18,,ZJ_ZN241102A1-1 | P3345172400891-2,034B,18*330*925,,173-40-,,；；,,右,深花色,,,0,0,,,34,,,,926,330.5,1013,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31977E+12,868.5,492,869.5,492.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3621012400165-2,50,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,8,6,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319765641026-50-1,,11月5日,,,,柜3区,安丘市,034B,39,智能矩形,,131976564,1.31977E+12,FC21801VA,998.18,868.5,492,B,1,,,,,,,,,66-39,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,50-39,0,,,,,868.5*492*18,,ZJ_ZN241102A1-1 | P3621012400165-2,034B,18*492*868.5,,66-39-,,；；,,,深花色,,,0,0,,,34,,,,869.5,492.5,1026,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P088,,,6,,,,,,,End
1.31965E+12,604,500,605,500.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-9,4,非标18mm底固层(打三合一)(VA),ZJ_ZN241102A1-1,四○,,双,18,,,4,4,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650351012-4-1,,11月5日,,,,柜3区,杭州,034B,36,智能矩形,,131965035,1.31965E+12,FG031854VA,784.1,604,500,B,1,,,,,,,,,43-36,,,索菲亚,非标18mm底固层(打三合一)(VA),,  ,,扇地缝:,,4-36,0,,,,,604*500*18,,ZJ_ZN241102A1-1 | Y0115432401009-9,034B,18*500*604,,43-36-,,；；,,,深花色,,,0,0,,,34,,,,605,500.5,1012,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1.31938E+12,2000,280,2001,280.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P2746032400241-6,22,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左,,18,B4,,7,3,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319383801005-22-1,,11月5日,,,,柜3区,平潭县,034B,6,智能矩形,,131938380,,FC11801LVA,2019.5,2000,280,B,1,★,,,,,,,,Jun-64,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,6月22日,0,,,,,2000*280*18,,ZJ_ZN241102A1-1 | P2746032400241-6,034B,18*280*2000,,64-6-,,；；,,左,深花色,,,0,0,,,34,,,,2001,280.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.31965E+12,732,249,733,249,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,Y0115432401009-12,12,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,13,3,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319650251012-12-1,,11月5日,,,,柜3区,杭州,034B,30,智能矩形,,131965025,,FC11801VA,773.19,732,249,B,1,★,,,,,,,,79-30,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,12月30日,0,,,,,732*249*18,,ZJ_ZN241102A1-1 | Y0115432401009-12,034B,18*249*732,,79-30-,,；；,,,深花色,,,0,0,,,34,,,,733,249,1012,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1.31724E+12,2295,364,2296,364.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0120102400516-2,13,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,14,11,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1317238261007-13-1,,11月5日,,,,柜3区,潍坊旗舰,034B,24,智能矩形,,131723826,,FC21801VA,2323.69,2295,364,B,1,,,,,,,,,118-24,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,13-24,0,,,,,2295*364*18,,ZJ_ZN241102A1-1 | P0120102400516-2,034B,18*364*2295,,118-24-,,；；,,,深花色,,,0,0,,,34,,,,2296,364.5,1007,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P040,,,6,,,,,,,End
1.31708E+12,844,333,845,333.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1242012400179-2,23,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,7,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1317082611043-23-1,,11月5日,,,,柜3区,奉化,034B,68,智能矩形,,131708261,,FG0318019VA,907.32,844,333,B,1,,,,,,,,,75-68,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,23-68,0,,,,,844*333*18,,ZJ_ZN241102A1-1 | P1242012400179-2,034B,18*333*844,,75-68-,,；；,,,深花色,,,0,0,,,34,,,,845,333.5,1043,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P034,,,6,,,,,,,End
1.31938E+12,315,218,316,218.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P2746032400241-1,32,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,2,1,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319383811011-32-1,,11月5日,,,,柜3区,平潭县,034B,6,智能矩形,,131938381,,FG0318019VA,383.08,315,218,B,1,,,,,,,,,12月6日,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,Jun-32,0,,,,,315*218*18,,ZJ_ZN241102A1-1 | P2746032400241-1,034B,18*218*315,,12-6-,,；；,,,深花色,,,0,0,,,34,,,,316,218.5,1011,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.32002E+12,1519,341,1520,341.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3726012400098-3,37,非标上固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,14,12,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1320023371080-37-1,,11月5日,,,,柜3区,镇江新区,034B,43,智能矩形,,132002337,1.32002E+12,FG0118018VA,1556.81,1519,341,B,1,,,,,,,,,106-43,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,37-43,0,,,,,1519*341*18,,ZJ_ZN241102A1-1 | P3726012400098-3,034B,18*341*1519,,106-43-,,；；,,,深花色,,,0,0,,,34,,,,1520,341.5,1080,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P080,,,6,,,,,,,End
1.31888E+12,813,320,814,320.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0513012400179-6,51,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,4,3,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318875551018-51-1,,11月5日,,,,柜3区,沛县,034B,33,智能矩形,,131887555,,FG0318019VA,873.71,813,320,B,1,,,,,,,,,35-33,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,51-33,0,,,,,813*320*18,,ZJ_ZN241102A1-1 | P0513012400179-6,034B,18*320*813,,35-33-,,；；,,,深花色,,,0,0,,,34,,,,814,320.5,1018,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P082,,,6,,,,,,,End
1.31956E+12,700,182,700,182,1,VA_18_034B,1,FBD0041_034,FBD0041_034,FBD0041_034,FBD0041_034,0,1_6,381279230,P0013012400275-6,56,18mm非标板(VA),ZJ_ZN241102A1-1,四△,左0，0，右0，0,,18,,,10,5,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A1,,,1319560921096-56-1,,11月5日,,,,柜3区,常州,034B,5,智能矩形,,131956092,,FQ218VA,723.27,700,182,B,1,,,,,,,,,May-47,,,索菲亚,18mm非标板(VA),,  ,,扇地缝:,,May-56,0,,,,,700*182*18,,ZJ_ZN241102A1-1 | P0013012400275-6,034B,18*182*700,,47-5-,,；；,,,深花色,,,0,0,,,34,,,,700,182,1096,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P029,,,6,,,,,,,End
1.31862E+12,733,541,734,541.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0513012400193-9,81,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,9,2,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318621691015-81-1,,11月5日,,,,柜3区,沛县,034B,45,智能矩形,,131862169,,FG0318019VA,911.03,733,541,B,1,,,,,,,,,54-45,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,81-45,0,,,,,733*541*18,,ZJ_ZN241102A1-1 | P0513012400193-9,034B,18*541*733,,54-45-,,；；,,,深花色,,,0,0,,,34,,,,734,541.5,1015,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P082,,,6,,,,,,,End
1.3196E+12,1773,266,1774,266.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,Y0112032400254-20,85,非标上固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,15,14,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319596981102-85-1,,11月5日,,,,柜3区,吴江,034B,76,智能矩形,,131959698,1.3196E+12,FG0118018VA,1792.84,1773,266,B,1,,,,,,,,,122-76,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,85-76,0,,,,,1773*266*18,,ZJ_ZN241102A1-1 | Y0112032400254-20,034B,18*266*1773,,122-76-,,；；,,,深花色,,,0,0,,,34,,,,1774,266.5,1102,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.3196E+12,1468,300,1468,300,1,VA_18_034B,1,FBD0041_034,FBD0041_034,FBD0041_034,FBD0041_034,0,1_6,381279230,Y0112032400254-20,85,18mm非标板(VA),ZJ_ZN241102A1-1,四△,左0，0，右0，0,,18,,,15,11,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A1,,,1319596981161-85-1,,11月5日,,,,柜3区,吴江,034B,54,智能矩形,,131959698,,FQ218VA,1498.34,1468,300,B,1,,,,,,,,,122-54,,,索菲亚,18mm非标板(VA),,  ,,扇地缝:,,85-54,0,,,,,1468*300*18,,ZJ_ZN241102A1-1 | Y0112032400254-20,034B,18*300*1468,,122-54-,,；；,,,深花色,,,0,0,,,34,,,,1468,300,1161,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31805E+12,427.1,543,428.1,543.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P0120102400819-1,92,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,+,9,5,4,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1318052061033-92-1,,11月5日,,,,柜3区,潍坊旗舰,034B,67,智能矩形,,131805206,,FG0318019VA,690.84,427.1,543,B,1,,,,,,,,,86-67,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,92-67,0,,,,,427.1*543*18,,ZJ_ZN241102A1-1 | P0120102400819-1,034B,18*543*427.1,,86-67-,,；；,,,深花色,,,0,0,,,34,,,,428.1,543.5,1033,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P040,,,6,,,,,,,End
1.32045E+12,1028,310,1029,310.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,J3364012400033-3,60,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,20,3,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1320448951131-60-1,,11月5日,,,,柜3区,J章丘索居,034B,33,智能矩形,,132044895,1.32045E+12,FC21801VA,1073.72,1028,310,B,1,,,,,,,,,206-33,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,60-33,0,,,,,1028*310*18,,ZJ_ZN241102A1-1 | J3364012400033-3,034B,18*310*1028,,206-33-,,；；,,,深花色,,,0,0,,,34,,,,1029,310.5,1131,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P090,,,6,,,,,,,End
1.31909E+12,312,320,313,320.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P0120052400199-2,61,非标18mm见光侧板(右)(VA),ZJ_ZN241102A1-1,四K○|K1,1右,,18,B4,+,3,1,5,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1319094041006-61-1,,11月5日,,,,柜3区,潍坊,034B,3,智能矩形,,131909404,,FC11801RVA,446.93,312,320,B,1,★,,,,,,,,Mar-32,,,索菲亚,非标18mm见光侧板(右)(VA),,  ,,扇地缝:,,Mar-61,0,,,,,312*320*18,,ZJ_ZN241102A1-1 | P0120052400199-2,034B,18*320*312,,32-3-,,；；,,右,深花色,,,0,0,,,34,,,,313,320.5,1006,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31956E+12,2197,324,2198,324.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0013012400275-8,63,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,11,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319561581008-63-1,,11月5日,,,,柜3区,常州,034B,19,智能矩形,,131956158,,FC21801VA,2220.76,2197,324,B,1,,,,,,,,,99-19,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,63-19,0,,,,,2197*324*18,,ZJ_ZN241102A1-1 | P0013012400275-8,034B,18*324*2197,,99-19-,,；；,,,深花色,,,0,0,,,34,,,,2198,324.5,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P029,,,6,,,,,,,End
1.31957E+12,878,531,879,531.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,J2789012400031-3,98,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,9,9,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319567761022-98-1,,11月5日,,,,柜3区,J常州一米,034B,6,智能矩形,,131956776,,FG0118018VA,1026.08,878,531,B,1,,,,,,,,,Jun-70,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,Jun-98,0,,,,,878*531*18,,ZJ_ZN241102A1-1 | J2789012400031-3,034B,18*531*878,,70-6-,,；；,,,深花色,,,0,0,,,34,,,,879,531.5,1022,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1.31949E+12,464,278,465,278.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3021012400300-2,64,非标上固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,4,1,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319485551005-64-1,,11月5日,,,,柜3区,集美区,034B,4,智能矩形,,131948555,1.31949E+12,FG0118018VA,540.91,464,278,B,1,,,,,,,,,Apr-32,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,Apr-64,0,,,,,464*278*18,,ZJ_ZN241102A1-1 | P3021012400300-2,034B,18*278*464,,32-4-,,；；,,,深花色,,,0,0,,,34,,,,465,278.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P013,,,6,,,,,,,End
1.31949E+12,2290,279,2291,279.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3021012400300-2,64,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,4,4,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319485551001-64-1,,11月5日,,,,柜3区,集美区,034B,8,智能矩形,,131948555,,FC21801VA,2306.93,2290,279,B,1,,,,,,,,,Aug-32,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,Aug-64,0,,,,,2290*279*18,,ZJ_ZN241102A1-1 | P3021012400300-2,034B,18*279*2290,,32-8-,,；；,,,深花色,,,0,0,,,34,,,,2291,279.5,1001,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P013,,,6,,,,,,,End
1.31965E+12,645.5,280,646.5,280.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-12,12,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,13,6,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650251077-12-1,,11月5日,,,,柜3区,杭州,034B,23,智能矩形,,131965025,1.31965E+12,FC21801VA,703.61,645.5,280,B,1,,,,,,,,,79-23,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,12月23日,0,,,,,645.5*280*18,,ZJ_ZN241102A1-1 | Y0115432401009-12,034B,18*280*645.5,,79-23-,,；；,,,深花色,,,0,0,,,34,,,,646.5,280.5,1077,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1.31835E+12,2330,586,2331,587,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_16,381279230,P3021012400336-1,31,18mm背板(VA),ZJ_ZN241102A1-1,四,,,18,,,7,5,1,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A8,,,1318345061018-31-1,,11月5日,,,,柜3区,集美区,034B,8,智能矩形,,131834506,,FB11805VA,2402.56,2330,586,B,1,,,,,,,,,8月24日,,,索菲亚,18mm背板(VA),,  ,,扇地缝:,,8月31日,0,,,,,2330*586*18,,ZJ_ZN241102A1-1 | P3021012400336-1,034B,18*586*2330,,24-8-,,；；,,,深花色,,,0,0,,,34,,,,2331,587,1018,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P013,,,6,,,,,,,End
1.3182E+12,280,281,281,281.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P3345212400321-2,35,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,+,11,4,6,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1318203971051-35-1,,11月5日,,,,柜3区,哈尔滨市,034B,95,智能矩形,,131820397,,FG0318019VA,396.69,280,281,B,1,,,,,,,,,107-95,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,35-95,0,,,,,280*281*18,,ZJ_ZN241102A1-1 | P3345212400321-2,034B,18*281*280,,107-95-,,；；,,,深花色,,,0,0,,,34,,,,281,281.5,1051,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
